Index,Body of Size Rank 1 Area,Body of Size Rank 2 Area,Body of Size Rank 3 Area,Body of Size Rank 4 Area,Body of Size Rank 5 Area
203,2291306.8,1585856.2,937231.1,273664.53,191636.73
204,2291272.5,1585193.1,939756.3,270858.44,191528.02
205,2291156.5,1585581.6,940469.75,276605.47,191692.28
206,2288643.5,1585216.6,947770.0,273846.97,191538.22
207,2291143.5,1585184.6,946365.44,277686.88,191555.1
208,2288514.5,1584842.8,948137.56,280750.1,191651.8
209,2288580.8,1585241.4,950026.6,279767.3,191530.84
210,2288529.2,1585056.0,947647.0,281621.16,191652.8
211,2288715.2,1585109.4,952604.3,282810.78,191400.38
212,2288646.8,1585090.2,953022.2,281451.97,191470.77
213,2288609.5,1585012.0,956155.56,285043.03,191472.95
214,2288428.0,1584981.9,955716.7,285109.12,191448.38
215,2288302.5,1585035.9,959639.75,289733.34,191482.3
216,2288207.8,1584981.0,962662.2,292580.75,191371.23
217,2288160.2,1584842.2,969643.6,298394.38,191376.81
218,2295664.0,1584213.5,834487.56,230437.75,194132.95
219,2295343.5,1584497.6,839245.25,234735.69,194049.73
220,2295544.0,1584571.8,845557.0,236792.39,194068.75
221,2295146.2,1584585.8,849372.2,239827.42,194080.97
222,2295225.0,1587346.6,852983.1,241845.23,194125.72
223,2295185.8,1587212.4,855935.7,242222.05,194075.53
224,2294802.8,1587094.0,860408.3,245536.1,194092.31
225,2297045.0,1586888.1,869946.25,244221.67,193962.84
226,2296876.0,1589352.6,879064.2,242127.45,194021.97
227,2296799.2,1589255.6,888282.4,243258.66,193904.2
228,2296101.2,1589620.6,894356.94,245080.62,193906.39
229,2296007.8,1588787.5,899804.7,246720.5,193890.97
230,2295967.5,1588815.6,900942.0,247920.02,193866.81
231,2296078.0,1588641.1,904265.75,256221.34,193927.75
232,2298143.5,1591431.8,910617.75,259641.38,191180.1
233,2298191.5,1588327.8,913908.94,264595.1,191365.19
234,2297857.5,1587400.4,920893.8,262257.3,191226.95
235,2297580.8,1587893.5,924666.8,268888.03,191377.44
236,2297300.5,1586551.2,930027.56,265953.78,191399.48
237,2296937.8,1586566.1,934149.0,268812.56,191527.3
238,2291380.2,1586372.5,938681.5,273404.5,191664.61
239,2291190.5,1586736.2,938982.25,284045.84,191777.22
240,2288391.2,1586166.1,944717.9,279641.66,191688.56
241,2288559.2,1586408.4,945357.0,280914.5,191684.14
242,2288285.0,1586023.9,948240.75,287035.66,191817.1
243,2288734.2,1586693.1,955119.25,286442.97,191681.34
244,2288573.2,1585812.9,959809.2,287601.38,191647.34
245,2288612.0,1585488.4,967605.8,291969.1,191551.17
246,2291258.0,1586250.6,974906.9,298599.97,191414.81
247,2291047.5,1586554.2,975503.8,301084.66,191352.86
248,2293138.2,1588502.9,982512.7,308502.2,191442.27
249,2290316.8,1589381.4,982756.44,311549.78,191372.36
250,2292930.2,1587589.5,989973.75,318356.38,191185.89
251,2292865.2,1587803.9,991667.6,324829.56,193994.95
252,2293206.2,1587193.2,997719.56,335843.75,193866.88
253,2303113.5,1582056.2,759008.9,212401.05,193707.22
254,2298009.0,1578200.5,712417.25,195548.8,194149.44
255,2298990.0,1575555.5,725521.4,200390.25,194292.83
256,2298361.8,1575618.6,733705.44,202213.62,194217.73
257,2298972.0,1575552.5,741981.2,205937.98,194277.61
258,2298085.5,1575628.0,745535.06,207794.17,194301.44
259,2298276.0,1575586.9,751580.06,208357.75,194319.47
260,2298197.5,1575689.1,753652.3,209336.75,194399.89
261,2297667.5,1578252.5,778558.06,211442.62,194336.03
262,2300648.2,1578934.1,786078.3,214797.44,194358.78
263,2297612.5,1579342.5,781540.9,220308.56,194416.61
264,2297217.2,1580671.5,794522.5,221912.7,194530.78
265,2295007.8,1581168.1,800701.94,222015.95,194462.38
266,2295976.8,1581012.9,807419.9,230487.23,194508.16
267,2294974.2,1582598.6,822491.75,228924.75,194434.6
268,2295417.5,1584416.0,834531.4,231124.23,194341.84
269,2295403.5,1584725.8,838360.2,236771.06,194392.44
270,2295395.2,1587397.5,851111.0,239362.75,194285.48
271,2295547.2,1587732.1,861122.56,240800.42,194222.53
272,2295761.5,1587707.0,856732.2,244434.2,194236.0
273,2297951.0,1587605.6,866110.06,245682.58,194209.27
274,2297437.5,1590165.5,869885.56,248625.95,194151.98
275,2296644.5,1590177.5,886030.56,242965.73,194035.9
276,2296348.5,1589945.2,891027.56,248099.5,194014.84
277,2296305.5,1589894.9,890372.44,250703.88,194061.23
278,2295832.8,1589933.0,896067.0,253184.12,193959.33
279,2296128.8,1589892.9,892109.75,256636.5,194059.0
280,2295370.5,1589822.0,901643.6,257020.25,193927.7
281,2295144.8,1589180.9,905608.9,257341.88,193942.03
282,2295092.8,1588963.1,909005.8,258921.88,191179.42
283,2294963.8,1588915.9,908801.44,266012.9,191434.05
284,2297411.2,1588248.9,917630.1,266464.88,191407.39
285,2296824.0,1588101.2,921029.25,265555.25,191400.12
286,2296964.0,1587648.1,924741.56,265855.28,191453.02
287,2297045.5,1587223.1,931838.0,265670.78,191385.28
288,2291087.2,1586754.0,938400.44,270989.75,191553.89
289,2290839.8,1586584.4,941021.75,280284.2,191588.98
290,2288038.2,1585901.2,947613.3,281225.84,191635.75
291,2287885.2,1586063.9,952761.0,287381.94,191664.23
292,2287556.8,1585764.1,952362.2,291581.12,191739.77
293,2287680.0,1585847.6,959458.1,295190.38,191721.9
294,2288060.0,1585676.5,965334.7,290339.94,191448.48
295,2287851.2,1586115.9,963425.9,296505.72,191594.4
296,2287792.8,1586409.5,966408.44,298259.28,191561.78
297,2287328.2,1585632.8,966144.06,302916.53,191625.28
298,2287659.0,1585754.6,967826.44,299668.72,191549.81
299,2287506.5,1585539.2,971314.5,301866.25,191444.61
300,2287558.8,1585402.6,974267.6,304672.56,191540.9
301,2290336.2,1585417.2,974936.0,307622.2,191479.7
302,2292572.5,1589226.4,985513.2,316913.7,191382.53
303,2292542.8,1589008.9,985112.4,316577.88,191319.19
304,2292891.5,1588191.0,992763.2,323061.62,193901.36
305,2292949.0,1588128.5,997471.0,332363.75,193899.62
306,2293170.2,1588797.0,998691.06,334741.03,193901.98
307,2293434.0,1592542.9,1001531.44,339936.12,193831.2
308,2293509.5,1592830.2,1005397.6,349902.5,193859.95
309,2293985.5,1592871.5,1009513.8,346935.47,191255.4
310,2294196.2,1592596.8,1012163.94,354304.9,191509.64
311,2294286.0,1592339.1,1015398.2,359462.22,191731.0
312,2294095.8,1591925.5,1016368.9,366868.16,189014.39
313,2297726.2,1575931.9,757222.9,201610.72,194290.34
314,2300062.0,1575903.1,757369.6,207887.56,194409.9
315,2298432.5,1578605.1,772294.5,210891.4,194380.36
316,2301179.2,1578786.8,777497.7,215402.98,194373.95
317,2301740.5,1578816.9,776597.44,217716.67,194375.17
318,2299580.2,1579805.4,787578.5,222278.4,194318.03
319,2299659.5,1580810.8,792516.3,224662.2,194337.94
320,2296396.2,1579852.5,804128.9,227007.25,194322.72
321,2296451.8,1582269.0,812867.2,228444.4,194330.28
322,2295936.2,1584510.9,824382.75,232366.88,194182.6
323,2295920.8,1584995.5,831114.9,235356.06,194190.28
324,2295719.0,1585330.1,841572.0,234991.14,194142.31
325,2295865.2,1585448.8,832189.5,242152.14,194263.94
326,2296117.0,1588086.5,851777.8,244857.77,194309.97
327,2298279.5,1588113.6,863602.25,245936.61,194142.56
328,2297852.0,1588168.0,873928.5,245849.44,194123.34
329,2297333.0,1590513.9,863004.56,259756.31,194141.8
330,2296204.5,1590126.2,894120.0,247392.97,193916.05
331,2295322.0,1589488.0,904531.94,254539.47,193880.14
332,2297033.0,1588011.2,923086.5,262458.3,191205.64
333,2296811.8,1588382.6,921659.1,269932.47,191461.38
334,2296222.8,1587820.5,929409.8,269516.8,191364.28
335,2290598.8,1587442.0,933849.44,278353.47,191571.06
336,2290594.8,1587182.6,940478.25,285290.66,191662.48
337,2287934.0,1586493.4,950043.0,288879.72,191620.5
338,2288596.2,1586340.1,962708.9,290941.7,191521.16
339,2288245.0,1585510.6,967829.9,301800.53,191513.31
340,2288169.5,1585549.6,972040.06,304143.25,191513.4
341,2287353.0,1585633.6,980884.3,311724.0,191413.19
342,2292822.2,1588740.1,983808.44,315355.6,191395.8
343,2292697.5,1589664.5,987953.06,325499.78,191342.69
344,2293353.2,1590185.6,997803.1,325346.3,193813.69
345,2293758.0,1589039.0,1002947.1,338107.38,196588.86
346,2293797.2,1593003.8,1003754.75,341427.3,196514.8
347,2293949.8,1592971.5,1005948.6,348549.62,193752.83
348,2304542.0,1579960.9,736324.25,212989.17,193614.75
349,2298474.5,1576086.2,696694.25,193158.53,191492.8
350,2298891.0,1578690.9,708660.1,198589.38,194299.44
351,2299052.5,1576007.2,721933.25,204312.12,194254.1
352,2298148.5,1576074.5,748156.2,206205.08,194354.05
353,2302138.2,1576115.2,748083.2,212549.66,194419.86
354,2301690.5,1578862.2,772556.8,216132.08,194507.84
355,2298227.5,1579548.0,776638.3,221821.22,194544.66
356,2298622.0,1581075.4,787951.25,228101.88,194597.89
357,2295173.8,1580743.5,811212.5,226272.06,194485.98
358,2296001.0,1584477.4,830337.3,231674.28,194447.08
359,2296140.8,1584925.4,838692.6,237662.27,194484.22
360,2295742.2,1587999.5,850200.3,237925.39,194433.77
361,2295556.5,1588142.5,851311.5,241694.33,194478.5
362,2298250.5,1588096.8,859707.0,244280.55,194417.25
363,2297631.2,1588026.5,869983.1,249719.28,194445.94
364,2296841.8,1590594.9,880082.1,249285.03,194353.62
365,2295828.8,1589974.5,898467.4,257756.0,194328.16
366,2294660.8,1589084.1,913230.9,263295.62,191636.22
367,2296595.0,1588466.0,919866.2,270419.62,191873.94
368,2290785.0,1587989.4,929340.25,278652.5,191922.47
369,2287883.8,1587244.4,941938.5,281223.66,191847.72
370,2288086.2,1586618.8,953990.3,284769.03,191847.67
371,2287973.0,1585802.4,959126.0,292149.75,191829.4
372,2287979.0,1585697.5,966272.56,300884.1,191888.78
373,2287887.0,1586013.0,971919.56,306085.62,191719.28
374,2287412.5,1586079.6,979208.3,309941.06,191668.58
375,2292725.8,1586156.9,982320.06,319733.5,191493.89
376,2292641.0,1587803.1,990492.9,327053.66,191384.78
377,2293264.5,1588919.8,1000962.75,335404.16,193997.84
378,2293799.5,1592074.5,1004557.9,343525.25,193874.02
379,2294213.5,1592928.9,1010531.8,353479.44,191353.42
380,2293961.8,1592250.0,1013376.94,365927.03,191537.67
381,2294994.2,1591847.0,1018594.25,369946.8,189240.45
382,2298117.8,1591193.8,1027645.56,378923.94,189621.45
383,2299877.0,1590272.4,1030667.9,382003.25,190023.56
384,2298760.2,1593880.5,891053.06,271591.53,193519.4
385,2297179.0,1590616.4,879611.5,252411.33,194249.73
386,2295540.5,1589379.4,904386.7,257386.44,194069.47
387,2294753.8,1588768.1,915158.56,267701.3,191696.0
388,2291406.0,1587897.1,927629.3,277737.75,191826.06
389,2291151.0,1587264.2,941176.75,288387.66,191928.05
390,2288556.5,1586806.8,954248.3,293393.72,191764.69
391,2288544.0,1586156.6,969192.7,302690.75,191619.16
392,2285390.2,1586474.8,977848.1,313932.1,191522.62
393,2293414.0,1589986.0,988147.0,318214.6,191304.58
394,2293254.8,1588718.4,993705.7,331678.12,193979.14
395,2293601.0,1588610.6,999742.25,337787.94,193778.6
396,2293766.8,1592661.2,1004251.75,346824.62,193797.39
397,2294046.2,1592489.4,1010288.06,358267.75,191179.39
398,2294479.8,1592062.2,1015384.6,364177.03,191623.28
399,2297072.8,1590829.0,1026915.9,380318.9,189538.16
400,2300994.8,1590053.2,1030008.5,383379.56,189822.94
401,2304881.8,1585902.0,1035470.6,388277.78,187371.83
402,2304730.2,1581630.2,1041317.56,391555.0,190271.33
403,2301885.8,1579843.5,1044423.5,395910.06,187454.12
404,2301840.0,1578419.0,1045845.8,405807.53,190083.42
405,2301558.8,1577753.8,1048454.06,410304.12,187188.89
406,2301003.5,1577496.8,1049817.6,414512.94,189919.1
407,2300276.5,1582270.4,1051820.4,425358.8,192832.25
408,2298892.0,1575841.9,686031.2,191485.36,191250.84
409,2298560.2,1578428.1,698083.8,199013.62,194234.62
410,2298527.2,1575769.2,722424.06,208310.17,194438.05
411,2298117.2,1575720.8,720623.6,203757.69,194433.62
412,2300797.8,1575887.6,750282.9,212853.27,194494.55
413,2300438.2,1578912.0,769971.06,217703.62,194621.81
414,2296798.5,1579613.2,782439.3,222700.69,194558.55
415,2297443.2,1581633.0,792715.3,228523.42,194657.3
416,2294747.0,1582973.2,812504.5,234944.12,194645.33
417,2293695.0,1584697.9,832722.3,238045.72,194597.47
418,2294671.5,1587633.4,843029.2,244997.1,194577.16
419,2298012.0,1587729.0,859091.7,247726.5,194578.52
420,2297669.5,1587699.6,870579.5,248025.78,194455.69
421,2297045.8,1590188.4,882452.1,251623.92,194370.67
422,2296420.8,1589466.6,897309.5,252024.44,194266.64
423,2295663.8,1589133.6,906754.44,258003.86,194256.38
424,2295109.2,1588429.8,918383.94,264152.16,191748.3
425,2297764.8,1588849.1,920747.56,274109.47,191984.8
426,2291487.5,1587389.0,932776.3,276626.66,192063.78
427,2289045.5,1587077.5,946622.0,290435.62,192123.92
428,2288474.0,1585851.6,957921.06,303320.16,192159.7
429,2288633.8,1585693.8,973118.75,301684.44,191842.52
430,2290471.8,1585478.2,981527.9,317240.44,191824.75
431,2303023.8,1589250.2,842539.56,256260.12,193683.08
432,2302679.8,1575615.9,738371.4,209464.08,194684.73
433,2301953.5,1575826.9,766112.3,218098.08,194836.0
434,2299506.5,1580842.8,790889.0,229454.81,194805.78
435,2295798.2,1582130.5,806998.94,234877.62,194900.3
436,2294819.8,1584319.0,832537.6,233239.89,194724.58
437,2295385.8,1587825.1,849878.4,238424.58,194794.39
438,2298399.0,1587761.0,853045.75,245420.1,194788.53
439,2298125.2,1587783.8,860529.9,246978.36,194785.77
440,2297741.0,1587729.1,870777.0,251001.56,194671.45
441,2297309.8,1590594.9,875267.1,252616.72,194702.64
442,2296098.8,1590392.0,892404.9,255464.42,194571.4
443,2295292.5,1589405.9,905735.3,259436.77,194460.23
444,2294072.5,1588943.6,918529.8,269481.1,191911.31
445,2296481.5,1588120.8,926658.44,273775.4,191990.1
446,2290674.8,1587060.8,931844.8,278713.9,192069.53
447,2290572.2,1586972.1,940184.44,289029.7,192153.62
448,2290328.5,1586647.1,941070.1,290298.28,192231.97
449,2288116.8,1585967.9,955095.3,290477.84,192003.7
450,2288738.0,1586749.8,960294.4,293257.97,191983.45
451,2288272.0,1585319.0,970387.56,304532.97,191884.6
452,2284771.0,1585331.6,975036.25,311234.2,191860.89
453,2292508.2,1585472.4,985049.1,320401.47,191666.03
454,2293004.8,1588948.4,993265.06,334105.44,191477.4
455,2303380.8,1581903.0,753533.06,220744.53,194198.31
456,2301980.0,1575509.4,728859.56,208882.5,194587.94
457,2302316.8,1575448.9,748322.44,214922.39,194719.84
458,2299453.5,1575599.9,761499.8,220458.69,194667.17
459,2299471.8,1579779.5,783813.2,225839.55,194820.3
460,2296208.5,1580179.5,806893.6,228659.6,194680.8
461,2296443.2,1582895.6,816512.75,233348.66,194739.72
462,2296231.5,1584356.8,831151.25,239443.3,194657.53
463,2296571.8,1587420.1,836080.0,242740.89,194624.38
464,2296269.8,1587613.5,842143.0,246589.23,194702.83
465,2298624.2,1587661.2,861102.56,251567.08,194588.78
466,2297705.0,1590433.6,877282.75,252583.22,194499.2
467,2296534.8,1590377.5,892025.06,255216.86,194314.9
468,2295528.5,1586949.0,905615.9,262485.34,191525.31
469,2294686.0,1586399.4,915507.0,270949.62,191756.88
470,2296716.5,1588016.8,922221.9,275814.25,191928.75
471,2290885.0,1587215.0,930594.9,278936.94,191931.06
472,2288087.5,1586249.6,941039.2,284382.84,191978.5
473,2287947.8,1586068.4,949872.25,291799.28,191934.81
474,2287955.5,1585926.8,957543.75,297732.78,192004.34
475,2287548.0,1585371.6,964475.6,308890.1,191894.75
